No,Wilayah,Tipe_Disabilitas,Jumlah_Jiwa,Tahun,Link_Data
674,KAB. SUMEDANG,Mental,499,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
675,KAB. SUBANG,Fisik,37,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
676,KAB. TASIKMALAYA,Intelektual,203,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
677,KAB. CIREBON,Sensorik,40,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
678,KOTA BANJAR,Fisik,156,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
679,KAB. SUBANG,Intelektual,368,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
680,KOTA BEKASI,Sensorik,79,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
681,KAB. MAJALENGKA,Mental,163,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
682,KAB. CIREBON,Intelektual,304,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
683,KAB. BANDUNG BARAT,Sensorik,46,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
684,KAB. KARAWANG,Mental,136,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
685,KOTA BEKASI,Rungu/Wicara,184,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
686,KAB. PURWAKARTA,Intelektual,199,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
687,KAB. INDRAMAYU,Sensorik,332,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
688,KAB. CIANJUR,Sensorik,282,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
689,KAB. GARUT,Sensorik,273,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
690,KAB. PURWAKARTA,Sensorik,222,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
691,KAB. SUBANG,Mental,484,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
692,KAB. SUKABUMI,Sensorik,414,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
693,KOTA DEPOK,Sensorik,144,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
694,KAB. CIANJUR,Intelektual,146,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
695,KOTA BEKASI,Intelektual,495,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
696,KOTA BOGOR,Rungu/Wicara,435,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
697,KAB. INDRAMAYU,Rungu/Wicara,130,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
698,KOTA CIMAHI,Sensorik,32,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
699,KOTA BOGOR,Rungu/Wicara,273,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
700,KAB. SUBANG,Sensorik,358,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
701,KOTA DEPOK,Mental,481,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
702,KAB. BANDUNG BARAT,Rungu/Wicara,296,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
703,KAB. BANDUNG,Mental,306,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
704,KOTA BOGOR,Sensorik,249,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
705,KAB. CIANJUR,Fisik,256,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
706,KAB. BEKASI,Mental,187,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
707,KOTA TASIKMALAYA,Intelektual,297,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
708,KAB. BOGOR,Sensorik,326,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
709,KOTA BEKASI,Fisik,25,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
710,KAB. BOGOR,Sensorik,496,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
711,KAB. MAJALENGKA,Intelektual,77,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
712,KAB. BANDUNG,Rungu/Wicara,381,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
713,KOTA BOGOR,Intelektual,251,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
714,KAB. CIAMIS,Mental,476,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
715,KOTA CIMAHI,Mental,234,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
716,KAB. PANGANDARAN,Intelektual,163,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
717,KAB. CIREBON,Sensorik,36,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
718,KAB. PANGANDARAN,Intelektual,286,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
719,KOTA SUKABUMI,Mental,319,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
720,KAB. GARUT,Intelektual,444,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
721,KAB. BEKASI,Mental,352,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
722,KOTA CIREBON,Mental,253,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
723,KOTA CIREBON,Intelektual,90,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
724,KOTA CIMAHI,Rungu/Wicara,322,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
725,KAB. INDRAMAYU,Fisik,389,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
726,KAB. SUMEDANG,Sensorik,339,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
727,KAB. CIAMIS,Intelektual,165,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
728,KAB. CIANJUR,Mental,137,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
729,KAB. PURWAKARTA,Rungu/Wicara,20,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
730,KOTA BANDUNG,Sensorik,266,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
731,KAB. CIAMIS,Fisik,420,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
732,KAB. CIANJUR,Sensorik,179,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
733,KOTA BANJAR,Intelektual,29,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
734,KOTA CIMAHI,Rungu/Wicara,85,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
735,KOTA BEKASI,Sensorik,365,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
736,KOTA BOGOR,Intelektual,491,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
737,KOTA DEPOK,Intelektual,398,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
738,KAB. PURWAKARTA,Sensorik,300,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
739,KOTA CIREBON,Intelektual,79,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
740,KAB. CIREBON,Fisik,392,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
741,KAB. SUMEDANG,Fisik,446,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
742,KAB. BANDUNG,Fisik,439,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
743,KAB. SUBANG,Intelektual,225,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
744,KOTA BANDUNG,Rungu/Wicara,265,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
745,KAB. BEKASI,Mental,223,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
746,KAB. SUMEDANG,Rungu/Wicara,292,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
747,KOTA BEKASI,Intelektual,312,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
748,KOTA BANJAR,Intelektual,471,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
749,KOTA BANDUNG,Rungu/Wicara,76,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
750,KOTA CIREBON,Intelektual,293,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
751,KAB. BEKASI,Rungu/Wicara,150,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
752,KAB. KUNINGAN,Rungu/Wicara,28,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
753,KAB. SUKABUMI,Rungu/Wicara,57,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
754,KOTA SUKABUMI,Sensorik,327,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
755,KOTA BOGOR,Intelektual,410,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
756,KAB. PURWAKARTA,Fisik,17,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
757,KAB. BANDUNG,Fisik,47,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
758,KOTA BANDUNG,Mental,165,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
759,KAB. GARUT,Rungu/Wicara,264,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
760,KAB. TASIKMALAYA,Intelektual,110,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
761,KAB. BOGOR,Fisik,59,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
762,KAB. SUBANG,Mental,115,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
763,KAB. PURWAKARTA,Sensorik,44,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
764,KAB. CIREBON,Rungu/Wicara,115,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
765,KAB. CIANJUR,Mental,355,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
766,KAB. PURWAKARTA,Rungu/Wicara,219,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
767,KOTA BEKASI,Rungu/Wicara,371,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
768,KAB. BANDUNG,Sensorik,384,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
769,KAB. BOGOR,Sensorik,169,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
770,KOTA CIMAHI,Fisik,327,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
771,KAB. CIAMIS,Sensorik,429,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
772,KAB. CIAMIS,Rungu/Wicara,446,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
773,KAB. KUNINGAN,Rungu/Wicara,161,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
774,KAB. BANDUNG BARAT,Mental,15,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
775,KOTA BOGOR,Rungu/Wicara,295,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
776,KAB. BANDUNG BARAT,Sensorik,139,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
777,KAB. KUNINGAN,Mental,55,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
778,KOTA BEKASI,Rungu/Wicara,479,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
779,KAB. CIANJUR,Intelektual,20,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
780,KAB. BANDUNG BARAT,Sensorik,120,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
781,KOTA SUKABUMI,Sensorik,330,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
782,KOTA BOGOR,Rungu/Wicara,48,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
783,KAB. KUNINGAN,Intelektual,95,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
784,KAB. BOGOR,Intelektual,276,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
785,KAB. KARAWANG,Fisik,126,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
786,KAB. SUKABUMI,Mental,185,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
787,KAB. CIANJUR,Intelektual,27,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
788,KAB. SUMEDANG,Sensorik,248,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
789,KOTA BOGOR,Sensorik,102,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
790,KAB. BANDUNG BARAT,Mental,435,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
791,KOTA CIREBON,Sensorik,429,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
792,KAB. CIREBON,Intelektual,250,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
793,KAB. CIAMIS,Sensorik,221,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
794,KAB. CIANJUR,Intelektual,451,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
795,KOTA SUKABUMI,Intelektual,228,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
796,KAB. KUNINGAN,Sensorik,344,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
797,KAB. GARUT,Sensorik,178,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
798,KOTA BANJAR,Fisik,228,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
799,KAB. CIAMIS,Intelektual,376,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
800,KAB. CIREBON,Fisik,408,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
801,KOTA BOGOR,Sensorik,468,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
802,KOTA TASIKMALAYA,Intelektual,475,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
803,KAB. TASIKMALAYA,Fisik,250,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
804,KOTA BOGOR,Intelektual,377,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
805,KAB. CIAMIS,Rungu/Wicara,480,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
806,KAB. SUMEDANG,Fisik,73,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
807,KOTA BEKASI,Intelektual,442,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
808,KAB. INDRAMAYU,Mental,178,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
809,KAB. SUMEDANG,Fisik,137,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
810,KAB. SUKABUMI,Fisik,124,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
811,KOTA TASIKMALAYA,Mental,388,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
812,KAB. MAJALENGKA,Rungu/Wicara,482,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
813,KAB. CIREBON,Intelektual,294,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
814,KOTA CIREBON,Mental,134,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
815,KAB. BEKASI,Rungu/Wicara,387,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
816,KAB. PANGANDARAN,Intelektual,456,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
817,KOTA CIREBON,Fisik,194,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
818,KOTA BOGOR,Intelektual,213,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
819,KAB. BANDUNG,Fisik,393,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
820,KOTA BEKASI,Rungu/Wicara,89,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
821,KAB. BEKASI,Mental,324,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
822,KOTA BANDUNG,Rungu/Wicara,241,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
823,KOTA BANJAR,Rungu/Wicara,474,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
824,KAB. SUMEDANG,Fisik,404,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
825,KOTA TASIKMALAYA,Rungu/Wicara,248,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
826,KOTA TASIKMALAYA,Mental,378,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
827,KOTA BANJAR,Intelektual,310,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
828,KOTA CIREBON,Intelektual,396,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
829,KAB. TASIKMALAYA,Rungu/Wicara,430,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
830,KOTA CIMAHI,Sensorik,281,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
831,KAB. BEKASI,Fisik,237,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
832,KOTA BEKASI,Mental,362,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
833,KOTA SUKABUMI,Rungu/Wicara,243,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
834,KOTA BEKASI,Rungu/Wicara,150,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
835,KAB. SUMEDANG,Mental,395,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
836,KOTA BEKASI,Fisik,15,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
837,KAB. TASIKMALAYA,Sensorik,489,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
838,KAB. BANDUNG BARAT,Rungu/Wicara,471,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
839,KAB. SUBANG,Rungu/Wicara,314,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
840,KOTA TASIKMALAYA,Rungu/Wicara,280,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
841,KOTA DEPOK,Rungu/Wicara,133,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
